Timestamp,  Uptime, NIC, sent.B, recv.B, sent.pkts, recv.pkts, err.in, err.out, drop.in, drop.out
1695377789, 0, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695377790, 1, enp5s0f1, 1222, 0, 13, 0, 0, 0, 0, 0
1695377791, 2, enp5s0f1, 55490, 0, 87, 0, 0, 0, 0, 0
1695377792, 3, enp5s0f1, 6743, 0, 45, 0, 0, 0, 0, 0
1695377793, 4, enp5s0f1, 62, 0, 1, 0, 0, 0, 0, 0
1695377794, 5, enp5s0f1, 437, 0, 2, 0, 0, 0, 0, 0
1695377795, 6, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695377796, 7, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695377797, 8, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695377798, 9, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695377799, 10, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695377800, 11, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695377801, 12, enp5s0f1, 62, 0, 1, 0, 0, 0, 0, 0
1695377802, 13, enp5s0f1, 437, 0, 2, 0, 0, 0, 0, 0
1695377803, 14, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695377804, 15, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695377805, 16, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695377806, 17, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695377807, 18, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695377808, 19, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695377809, 20, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695377810, 21, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695377811, 22, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
