Timestamp,  Uptime, NIC, sent.B, recv.B, sent.pkts, recv.pkts, err.in, err.out, drop.in, drop.out
1697730073, 0, enp1s0f0, 0, 0, 0, 0, 0, 0, 0, 0
1697730074, 1, enp1s0f0, 0, 0, 0, 0, 0, 0, 0, 0
