Timestamp,  Uptime, NIC, sent.B, recv.B, sent.pkts, recv.pkts, err.in, err.out, drop.in, drop.out
1695564531, 0, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695564532, 1, enp5s0f1, 782, 0, 11, 0, 0, 0, 0, 0
1695564533, 2, enp5s0f1, 55490, 0, 87, 0, 0, 0, 0, 0
1695564534, 3, enp5s0f1, 6805, 0, 46, 0, 0, 0, 0, 0
1695564535, 4, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695564536, 5, enp5s0f1, 437, 0, 2, 0, 0, 0, 0, 0
1695564537, 6, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695564538, 7, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695564539, 8, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695564540, 9, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695564541, 10, enp5s0f1, 62, 0, 1, 0, 0, 0, 0, 0
1695564542, 11, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695564543, 12, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695564544, 13, enp5s0f1, 437, 0, 2, 0, 0, 0, 0, 0
1695564545, 14, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695564546, 15, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695564547, 16, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695564548, 17, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695564549, 18, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695564550, 19, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695564551, 20, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695564552, 21, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695564553, 22, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
