Timestamp,  Uptime, NCPU, %CPU, %CPU0, %CPU1, %CPU2, %CPU3, %CPU4, %CPU5, %CPU6, %CPU7, %CPU8, %CPU9, %CPU10, %CPU11, %CPU12, %CPU13, %CPU14, %CPU15, %CPU16, %CPU17, %CPU18, %CPU19, %MEM, mem.total.KB, mem.used.KB, mem.avail.KB, mem.free.KB, %SWAP, swap.total.KB, swap.used.KB, swap.free.KB, io.read, io.write, io.read.KB, io.write.KB, io.read.ms, io.write.ms
1696867646, 0, 20, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.7, 65603184, 1692004, 63159244, 55912728, 0.0, 2097148, 0, 2097148, 0, 0, 0, 0, 0, 0
1696867647, 1, 20, 342.0, 22.9, 16.7, 8.0, 1.0, 28.0, 0.0, 31.4, 0.0, 64.0, 0.0, 63.7, 0.0, 40.6, 3.0, 50.5, 6.1, 2.0, 1.0, 0.0, 0.0, 3.7, 65603184, 1699668, 63151584, 55905064, 0.0, 2097148, 0, 2097148, 0, 0, 0, 0, 0, 0
1696867648, 2, 20, 328.0, 11.9, 4.9, 1.0, 0.0, 51.5, 0.0, 25.5, 2.0, 64.5, 0.0, 65.4, 0.0, 37.4, 3.1, 49.5, 5.1, 2.0, 1.0, 1.0, 0.0, 3.7, 65603184, 1701172, 63150076, 55903556, 0.0, 2097148, 0, 2097148, 0, 0, 0, 0, 0, 0
1696867649, 3, 20, 386.0, 0.0, 0.0, 1.0, 0.0, 60.4, 1.0, 40.9, 0.0, 78.6, 0.0, 77.5, 0.0, 63.8, 3.1, 47.5, 2.0, 4.0, 0.0, 0.0, 0.0, 3.7, 65603184, 1703376, 63147868, 55901348, 0.0, 2097148, 0, 2097148, 0, 0, 0, 0, 0, 0
1696867650, 4, 20, 298.0, 25.3, 2.0, 7.0, 0.0, 29.0, 1.0, 31.4, 1.0, 54.0, 0.0, 57.1, 0.0, 41.7, 2.1, 41.1, 3.0, 1.0, 1.0, 1.0, 1.0, 3.7, 65603184, 1683208, 63168032, 55921508, 0.0, 2097148, 0, 2097148, 0, 2, 0, 40, 0, 1
1696867651, 5, 20, 6.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 3.7, 65603184, 1683128, 63168112, 55921588, 0.0, 2097148, 0, 2097148, 0, 0, 0, 0, 0, 0
1696867652, 6, 20, 20.0, 1.0, 1.0, 4.0, 0.0, 0.0, 0.0, 2.0, 0.0, 3.0, 0.0, 0.0, 0.0, 1.0, 0.0, 2.9, 0.0, 3.0, 1.0, 0.0, 0.0, 3.7, 65603184, 1674772, 63176468, 55929944, 0.0, 2097148, 0, 2097148, 0, 55, 0, 260, 0, 8
1696867653, 7, 20, 6.0, 1.0, 0.0, 2.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 3.7, 65603184, 1676528, 63174712, 55928184, 0.0, 2097148, 0, 2097148, 0, 0, 0, 0, 0, 0
1696867654, 8, 20, 16.0, 1.0, 0.0, 0.0, 0.0, 2.0, 0.0, 3.0, 0.0, 2.0, 0.0, 2.0, 0.0, 1.0, 0.0, 1.0, 0.0, 2.0, 2.0, 0.0, 0.0, 3.7, 65603184, 1672104, 63179136, 55932608, 0.0, 2097148, 0, 2097148, 0, 0, 0, 0, 0, 0
1696867655, 9, 20, 8.0, 2.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 3.7, 65603184, 1672104, 63179136, 55932608, 0.0, 2097148, 0, 2097148, 0, 2, 0, 44, 0, 1
1696867656, 10, 20, 8.0, 1.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 3.7, 65603184, 1672096, 63179136, 55932608, 0.0, 2097148, 0, 2097148, 0, 0, 0, 0, 0, 0
1696867657, 11, 20, 16.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 4.0, 0.0, 3.0, 0.0, 2.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 3.7, 65603184, 1679076, 63172156, 55925628, 0.0, 2097148, 0, 2097148, 0, 0, 0, 0, 0, 0
1696867658, 12, 20, 10.0, 3.9, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 3.7, 65603184, 1679076, 63172156, 55925628, 0.0, 2097148, 0, 2097148, 0, 1, 0, 4, 0, 1
