Timestamp,  Uptime, NIC, sent.B, recv.B, sent.pkts, recv.pkts, err.in, err.out, drop.in, drop.out
1695307851, 0, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695307852, 1, enp5s0f1, 675, 0, 10, 0, 0, 0, 0, 0
1695307853, 2, enp5s0f1, 55286, 0, 86, 0, 0, 0, 0, 0
1695307854, 3, enp5s0f1, 6743, 0, 45, 0, 0, 0, 0, 0
1695307855, 4, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695307856, 5, enp5s0f1, 62, 0, 1, 0, 0, 0, 0, 0
1695307857, 6, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695307858, 7, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695307859, 8, enp5s0f1, 330, 0, 1, 0, 0, 0, 0, 0
1695307860, 9, enp5s0f1, 107, 0, 1, 0, 0, 0, 0, 0
1695307861, 10, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695307862, 11, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695307863, 12, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695307864, 13, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695307865, 14, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695307866, 15, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695307867, 16, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695307868, 17, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695307869, 18, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695307870, 19, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695307871, 20, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695307872, 21, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695307873, 22, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
