Timestamp,  Uptime, NIC, sent.B, recv.B, sent.pkts, recv.pkts, err.in, err.out, drop.in, drop.out
1696709830, 0, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1696709831, 1, enp5s0f1, 250666534, 0, 565951, 0, 0, 0, 0, 0
1696709832, 2, enp5s0f1, 269984329, 0, 602253, 0, 0, 0, 0, 0
1696709833, 3, enp5s0f1, 190185550, 0, 415030, 0, 0, 0, 0, 0
1696709834, 4, enp5s0f1, 62, 0, 1, 0, 0, 0, 0, 0
1696709835, 5, enp5s0f1, 330, 0, 1, 0, 0, 0, 0, 0
1696709836, 6, enp5s0f1, 107, 0, 1, 0, 0, 0, 0, 0
1696709837, 7, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1696709838, 8, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1696709839, 9, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1696709840, 10, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1696709841, 11, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1696709842, 12, enp5s0f1, 62, 0, 1, 0, 0, 0, 0, 0
1696709843, 13, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1696709844, 14, enp5s0f1, 437, 0, 2, 0, 0, 0, 0, 0
1696709845, 15, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1696709846, 16, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1696709847, 17, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1696709848, 18, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1696709849, 19, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1696709850, 20, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1696709851, 21, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1696709852, 22, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
