Timestamp,  Uptime, NCPU, %CPU, %CPU0, %CPU1, %CPU2, %CPU3, %CPU4, %CPU5, %CPU6, %CPU7, %CPU8, %CPU9, %CPU10, %CPU11, %CPU12, %CPU13, %CPU14, %CPU15, %CPU16, %CPU17, %CPU18, %CPU19, %MEM, mem.total.KB, mem.used.KB, mem.avail.KB, mem.free.KB, %SWAP, swap.total.KB, swap.used.KB, swap.free.KB, io.read, io.write, io.read.KB, io.write.KB, io.read.ms, io.write.ms
1695902665, 0, 20, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.9, 65603184, 1826688, 63024700, 56729736, 0.0, 2097148, 0, 2097148, 0, 0, 0, 0, 0, 0
1695902666, 1, 20, 8.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 2.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 3.9, 65603184, 1826684, 63024704, 56729736, 0.0, 2097148, 0, 2097148, 0, 0, 0, 0, 0, 0
1695902667, 2, 20, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.9, 65603184, 1826684, 63024704, 56729736, 0.0, 2097148, 0, 2097148, 0, 0, 0, 0, 0, 0
1695902668, 3, 20, 12.0, 2.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 3.0, 0.0, 2.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 3.9, 65603184, 1829932, 63021456, 56726472, 0.0, 2097148, 0, 2097148, 0, 1, 0, 4, 0, 1
1695902669, 4, 20, 10.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 2.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 3.9, 65603184, 1829924, 63021456, 56726472, 0.0, 2097148, 0, 2097148, 0, 24, 0, 212, 0, 2
1695902670, 5, 20, 6.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 2.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 3.9, 65603184, 1829924, 63021456, 56726472, 0.0, 2097148, 0, 2097148, 0, 0, 0, 0, 0, 0
1695902671, 6, 20, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 3.9, 65603184, 1829924, 63021456, 56726472, 0.0, 2097148, 0, 2097148, 0, 43, 0, 188, 0, 5
1695902672, 7, 20, 8.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 2.0, 0.0, 3.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 3.9, 65603184, 1829924, 63021456, 56726472, 0.0, 2097148, 0, 2097148, 0, 0, 0, 0, 0, 0
1695902673, 8, 20, 8.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.9, 65603184, 1829924, 63021456, 56726472, 0.0, 2097148, 0, 2097148, 0, 0, 0, 0, 0, 0
1695902674, 9, 20, 6.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 3.9, 65603184, 1829920, 63021456, 56726472, 0.0, 2097148, 0, 2097148, 0, 2, 0, 28, 0, 1
1695902675, 10, 20, 6.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 1.0, 3.9, 65603184, 1829916, 63021456, 56726472, 0.0, 2097148, 0, 2097148, 0, 0, 0, 0, 0, 0
1695902676, 11, 20, 6.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.9, 65603184, 1829916, 63021456, 56726472, 0.0, 2097148, 0, 2097148, 0, 3, 0, 20, 0, 2
1695902677, 12, 20, 6.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 3.9, 65603184, 1829160, 63022212, 56727228, 0.0, 2097148, 0, 2097148, 0, 0, 0, 0, 0, 0
1695902678, 13, 20, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 1.0, 3.9, 65603184, 1829384, 63021988, 56727004, 0.0, 2097148, 0, 2097148, 0, 17, 0, 68, 0, 4
1695902679, 14, 20, 10.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 3.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 3.9, 65603184, 1829380, 63021992, 56727004, 0.0, 2097148, 0, 2097148, 0, 13, 0, 96, 0, 6
1695902680, 15, 20, 10.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 5.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 3.9, 65603184, 1829380, 63021992, 56727004, 0.0, 2097148, 0, 2097148, 0, 0, 0, 0, 0, 0
1695902681, 16, 20, 10.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 3.9, 65603184, 1829380, 63021992, 56727004, 0.0, 2097148, 0, 2097148, 0, 0, 0, 0, 0, 0
1695902682, 17, 20, 8.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 2.0, 0.0, 3.0, 0.0, 2.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 3.9, 65603184, 1829380, 63021992, 56727004, 0.0, 2097148, 0, 2097148, 0, 0, 0, 0, 0, 0
1695902683, 18, 20, 6.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 2.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 3.9, 65603184, 1829380, 63021992, 56727004, 0.0, 2097148, 0, 2097148, 0, 0, 0, 0, 0, 0
