Timestamp,  Uptime, NIC, sent.B, recv.B, sent.pkts, recv.pkts, err.in, err.out, drop.in, drop.out
1696881989, 0, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1696881990, 1, enp5s0f1, 352331289, 0, 787014, 0, 0, 0, 0, 0
1696881991, 2, enp5s0f1, 3086495, 0, 4601, 0, 0, 0, 0, 0
1696881992, 3, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1696881993, 4, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1696881994, 5, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1696881995, 6, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1696881996, 7, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1696881997, 8, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1696881998, 9, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1696881999, 10, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1696882000, 11, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1696882001, 12, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1696882002, 13, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1696882003, 14, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1696882004, 15, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1696882005, 16, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1696882006, 17, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1696882007, 18, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1696882008, 19, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1696882009, 20, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1696882010, 21, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
