Timestamp,  Uptime, NIC, sent.B, recv.B, sent.pkts, recv.pkts, err.in, err.out, drop.in, drop.out
1695296626, 0, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695296627, 1, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695296628, 2, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695296629, 3, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695296630, 4, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695296631, 5, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695296632, 6, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695296633, 7, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695296634, 8, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695296635, 9, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695296636, 10, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695296637, 11, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695296638, 12, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695296639, 13, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695296640, 14, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695296641, 15, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695296642, 16, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695296643, 17, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695296644, 18, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695296645, 19, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695296646, 20, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695296647, 21, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695296648, 22, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
