Timestamp,  Uptime, NCPU, %CPU, %CPU0, %CPU1, %CPU2, %CPU3, %CPU4, %CPU5, %CPU6, %CPU7, %CPU8, %CPU9, %CPU10, %CPU11, %CPU12, %CPU13, %CPU14, %CPU15, %CPU16, %CPU17, %CPU18, %CPU19, %MEM, mem.total.KB, mem.used.KB, mem.avail.KB, mem.free.KB, %SWAP, swap.total.KB, swap.used.KB, swap.free.KB, io.read, io.write, io.read.KB, io.write.KB, io.read.ms, io.write.ms
1696443380, 0, 20, 500.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.3, 65603184, 2711168, 62140772, 54608652, 0.0, 2097148, 0, 2097148, 0, 0, 0, 0, 0, 0
1696443381, 1, 20, 864.0, 53.6, 39.6, 49.5, 21.6, 58.4, 5.0, 57.3, 20.0, 63.5, 46.7, 74.5, 21.2, 49.0, 34.6, 54.0, 27.0, 52.0, 55.4, 52.0, 33.3, 5.3, 65603184, 2732360, 62119584, 54587484, 0.0, 2097148, 0, 2097148, 0, 0, 0, 0, 0, 0
1696443382, 2, 20, 728.0, 47.4, 38.7, 45.2, 18.8, 55.3, 2.0, 57.3, 19.2, 47.4, 34.0, 59.4, 10.0, 52.5, 30.6, 48.9, 29.7, 41.7, 32.0, 45.9, 14.9, 5.3, 65603184, 2745600, 62106328, 54574228, 0.0, 2097148, 0, 2097148, 0, 0, 0, 0, 0, 0
1696443383, 3, 20, 674.0, 39.4, 35.0, 41.2, 22.1, 49.5, 0.0, 54.5, 19.2, 45.1, 34.9, 54.3, 3.1, 50.0, 35.0, 46.5, 32.4, 37.0, 29.8, 34.7, 8.8, 5.3, 65603184, 2749788, 62102108, 54570008, 0.0, 2097148, 0, 2097148, 0, 2, 0, 64, 0, 0
1696443384, 4, 20, 594.0, 35.0, 34.0, 41.2, 12.1, 43.9, 0.0, 44.3, 18.8, 34.8, 31.0, 49.5, 5.1, 42.3, 30.7, 48.0, 31.3, 32.0, 23.0, 34.0, 5.9, 5.3, 65603184, 2755532, 62096364, 54564264, 0.0, 2097148, 0, 2097148, 0, 0, 0, 0, 0, 0
1696443385, 5, 20, 678.0, 42.3, 34.0, 40.4, 19.2, 53.1, 4.9, 47.2, 19.8, 45.5, 34.3, 52.6, 9.0, 45.0, 32.4, 49.5, 31.0, 38.4, 33.3, 40.2, 9.1, 5.4, 65603184, 2759700, 62092196, 54560096, 0.0, 2097148, 0, 2097148, 0, 0, 0, 0, 0, 0
1696443386, 6, 20, 774.0, 45.8, 34.0, 48.0, 25.2, 55.9, 2.0, 57.7, 26.0, 48.5, 42.2, 58.8, 15.7, 54.4, 28.6, 47.3, 28.7, 46.1, 45.1, 47.5, 18.8, 5.4, 65603184, 2761816, 62090080, 54557980, 0.0, 2097148, 0, 2097148, 0, 117, 0, 640, 0, 6
1696443387, 7, 20, 812.0, 48.5, 43.2, 50.0, 25.5, 52.2, 0.0, 63.5, 26.7, 54.8, 45.4, 62.2, 13.4, 50.5, 34.6, 51.5, 28.0, 51.5, 45.1, 49.5, 20.6, 5.4, 65603184, 2763684, 62088196, 54556096, 0.0, 2097148, 0, 2097148, 0, 0, 0, 0, 0, 0
1696443388, 8, 20, 794.0, 50.5, 36.9, 53.5, 19.4, 58.0, 2.0, 58.9, 26.5, 52.6, 39.6, 61.1, 11.2, 51.0, 34.0, 53.6, 26.5, 48.1, 45.0, 46.6, 19.2, 5.4, 65603184, 2770536, 62081324, 54549220, 0.0, 2097148, 0, 2097148, 0, 2, 0, 20, 0, 1
1696443389, 9, 20, 702.0, 44.3, 33.0, 45.5, 17.5, 50.5, 0.0, 60.0, 13.8, 48.5, 35.8, 60.2, 5.2, 44.2, 34.0, 50.5, 28.7, 40.2, 33.3, 41.8, 12.0, 5.4, 65603184, 2775692, 62076164, 54544060, 0.0, 2097148, 0, 2097148, 0, 18, 0, 84, 0, 9
1696443390, 10, 20, 710.0, 48.0, 36.6, 48.0, 16.8, 54.0, 1.0, 55.4, 19.8, 50.0, 28.7, 58.6, 9.9, 51.9, 33.6, 43.6, 33.7, 42.2, 30.3, 42.5, 9.1, 5.4, 65603184, 2779912, 62071944, 54539840, 0.0, 2097148, 0, 2097148, 0, 0, 0, 0, 0, 0
1696443391, 11, 20, 694.0, 41.8, 36.5, 42.3, 21.2, 49.5, 2.0, 53.7, 21.6, 46.0, 34.7, 51.5, 9.2, 47.5, 27.6, 51.5, 34.9, 37.6, 37.1, 42.9, 5.2, 5.4, 65603184, 2784636, 62067212, 54535108, 0.0, 2097148, 0, 2097148, 0, 1, 0, 12, 0, 0
