Timestamp,  Uptime, NIC, sent.B, recv.B, sent.pkts, recv.pkts, err.in, err.out, drop.in, drop.out
1695307677, 0, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695307678, 1, enp5s0f1, 1112, 0, 12, 0, 0, 0, 0, 0
1695307679, 2, enp5s0f1, 55286, 0, 86, 0, 0, 0, 0, 0
1695307680, 3, enp5s0f1, 6743, 0, 45, 0, 0, 0, 0, 0
1695307681, 4, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695307682, 5, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695307683, 6, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695307684, 7, enp5s0f1, 62, 0, 1, 0, 0, 0, 0, 0
1695307685, 8, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695307686, 9, enp5s0f1, 437, 0, 2, 0, 0, 0, 0, 0
1695307687, 10, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695307688, 11, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695307689, 12, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695307690, 13, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695307691, 14, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695307692, 15, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695307693, 16, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695307694, 17, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695307695, 18, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695307696, 19, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695307697, 20, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695307698, 21, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695307699, 22, enp5s0f1, 62, 0, 1, 0, 0, 0, 0, 0
