Timestamp,  Uptime, NIC, sent.B, recv.B, sent.pkts, recv.pkts, err.in, err.out, drop.in, drop.out
1695307562, 0, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695307563, 1, enp5s0f1, 675, 0, 10, 0, 0, 0, 0, 0
1695307564, 2, enp5s0f1, 55286, 0, 86, 0, 0, 0, 0, 0
1695307565, 3, enp5s0f1, 6743, 0, 45, 0, 0, 0, 0, 0
1695307566, 4, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695307567, 5, enp5s0f1, 62, 0, 1, 0, 0, 0, 0, 0
1695307568, 6, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695307569, 7, enp5s0f1, 437, 0, 2, 0, 0, 0, 0, 0
1695307570, 8, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695307571, 9, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695307572, 10, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695307573, 11, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695307574, 12, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695307575, 13, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695307576, 14, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695307577, 15, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695307578, 16, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695307579, 17, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695307580, 18, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695307581, 19, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695307582, 20, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695307583, 21, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695307584, 22, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
