Timestamp,  Uptime, NCPU, %CPU, %CPU0, %CPU1, %CPU2, %CPU3, %CPU4, %CPU5, %CPU6, %CPU7, %CPU8, %CPU9, %CPU10, %CPU11, %CPU12, %CPU13, %CPU14, %CPU15, %CPU16, %CPU17, %CPU18, %CPU19, %MEM, mem.total.KB, mem.used.KB, mem.avail.KB, mem.free.KB, %SWAP, swap.total.KB, swap.used.KB, swap.free.KB, io.read, io.write, io.read.KB, io.write.KB, io.read.ms, io.write.ms
1695903160, 0, 20, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 65603184, 1841952, 63009192, 56713284, 0.0, 2097148, 0, 2097148, 0, 0, 0, 0, 0, 0
1695903161, 1, 20, 14.0, 0.0, 0.0, 1.0, 0.0, 2.0, 1.0, 0.0, 0.0, 2.0, 0.0, 1.0, 0.0, 3.0, 0.0, 2.0, 0.0, 0.0, 1.0, 0.0, 0.0, 3.9, 65603184, 1839216, 63011932, 56716012, 0.0, 2097148, 0, 2097148, 0, 3, 0, 456, 0, 1
1695903162, 2, 20, 16.0, 2.0, 0.0, 1.0, 0.0, 0.0, 0.0, 2.0, 0.0, 2.0, 0.0, 2.0, 0.0, 4.0, 0.0, 3.0, 2.0, 0.0, 1.0, 0.0, 0.0, 4.0, 65603184, 1843240, 63007948, 56712012, 0.0, 2097148, 0, 2097148, 0, 10, 0, 40, 0, 5
1695903163, 3, 20, 8.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 65603184, 1843236, 63007948, 56712012, 0.0, 2097148, 0, 2097148, 0, 0, 0, 0, 0, 0
1695903164, 4, 20, 4.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 65603184, 1842984, 63008200, 56712264, 0.0, 2097148, 0, 2097148, 0, 205, 0, 924, 0, 11
1695903165, 5, 20, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 2.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 65603184, 1842984, 63008200, 56712264, 0.0, 2097148, 0, 2097148, 0, 0, 0, 0, 0, 0
1695903166, 6, 20, 10.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 4.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.9, 65603184, 1831264, 63019920, 56723984, 0.0, 2097148, 0, 2097148, 0, 2, 0, 72, 0, 1
1695903167, 7, 20, 12.0, 0.0, 1.0, 2.0, 0.0, 1.0, 0.0, 1.0, 0.0, 2.0, 0.0, 3.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.9, 65603184, 1827396, 63023784, 56727848, 0.0, 2097148, 0, 2097148, 0, 1, 0, 4, 0, 1
1695903168, 8, 20, 10.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 3.9, 0.0, 3.0, 0.0, 1.0, 0.0, 2.0, 0.0, 0.0, 0.0, 1.0, 0.0, 3.9, 65603184, 1827644, 63023532, 56727596, 0.0, 2097148, 0, 2097148, 0, 0, 0, 0, 0, 0
1695903169, 9, 20, 6.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.9, 65603184, 1827644, 63023532, 56727596, 0.0, 2097148, 0, 2097148, 0, 0, 0, 0, 0, 0
