Timestamp,  Uptime, NIC, sent.B, recv.B, sent.pkts, recv.pkts, err.in, err.out, drop.in, drop.out
1695308681, 0, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695308682, 1, enp5s0f1, 986, 0, 12, 0, 0, 0, 0, 0
1695308683, 2, enp5s0f1, 55286, 0, 86, 0, 0, 0, 0, 0
1695308684, 3, enp5s0f1, 6805, 0, 46, 0, 0, 0, 0, 0
1695308685, 4, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695308686, 5, enp5s0f1, 437, 0, 2, 0, 0, 0, 0, 0
1695308687, 6, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695308688, 7, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695308689, 8, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695308690, 9, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695308691, 10, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695308692, 11, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695308693, 12, enp5s0f1, 62, 0, 1, 0, 0, 0, 0, 0
1695308694, 13, enp5s0f1, 437, 0, 2, 0, 0, 0, 0, 0
1695308695, 14, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695308696, 15, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695308697, 16, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695308698, 17, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695308699, 18, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695308700, 19, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695308701, 20, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695308702, 21, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695308703, 22, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
