Timestamp,  Uptime, NIC, sent.B, recv.B, sent.pkts, recv.pkts, err.in, err.out, drop.in, drop.out
1697160282, 0, enp1s0f0, 0, 0, 0, 0, 0, 0, 0, 0
1697160283, 1, enp1s0f0, 1013910579, 0, 2263738, 0, 0, 0, 0, 0
1697160284, 2, enp1s0f0, 1185356961, 0, 2696684, 0, 0, 0, 0, 0
1697160285, 3, enp1s0f0, 1190663337, 0, 2476817, 0, 0, 0, 0, 0
1697160286, 4, enp1s0f0, 1180400450, 0, 2903319, 0, 0, 0, 0, 0
1697160287, 5, enp1s0f0, 1116351703, 0, 2325281, 0, 0, 0, 0, 0
1697160288, 6, enp1s0f0, 0, 0, 0, 0, 0, 0, 0, 0
1697160289, 7, enp1s0f0, 0, 0, 0, 0, 0, 0, 0, 0
1697160290, 8, enp1s0f0, 0, 0, 0, 0, 0, 0, 0, 0
1697160291, 9, enp1s0f0, 0, 0, 0, 0, 0, 0, 0, 0
1697160292, 10, enp1s0f0, 0, 0, 0, 0, 0, 0, 0, 0
1697160293, 11, enp1s0f0, 0, 0, 0, 0, 0, 0, 0, 0
1697160294, 12, enp1s0f0, 87, 0, 1, 0, 0, 0, 0, 0
1697160295, 13, enp1s0f0, 0, 0, 0, 0, 0, 0, 0, 0
1697160296, 14, enp1s0f0, 0, 0, 0, 0, 0, 0, 0, 0
1697160297, 15, enp1s0f0, 0, 0, 0, 0, 0, 0, 0, 0
1697160298, 16, enp1s0f0, 0, 0, 0, 0, 0, 0, 0, 0
1697160299, 17, enp1s0f0, 0, 0, 0, 0, 0, 0, 0, 0
1697160300, 18, enp1s0f0, 0, 0, 0, 0, 0, 0, 0, 0
1697160301, 19, enp1s0f0, 0, 0, 0, 0, 0, 0, 0, 0
1697160302, 20, enp1s0f0, 0, 0, 0, 0, 0, 0, 0, 0
1697160303, 21, enp1s0f0, 0, 0, 0, 0, 0, 0, 0, 0
1697160304, 22, enp1s0f0, 0, 0, 0, 0, 0, 0, 0, 0
1697160305, 23, enp1s0f0, 0, 0, 0, 0, 0, 0, 0, 0
1697160306, 24, enp1s0f0, 0, 0, 0, 0, 0, 0, 0, 0
1697160307, 25, enp1s0f0, 0, 0, 0, 0, 0, 0, 0, 0
