Timestamp,  Uptime, NIC, sent.B, recv.B, sent.pkts, recv.pkts, err.in, err.out, drop.in, drop.out
1695296686, 0, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695296687, 1, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695296688, 2, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695296689, 3, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695296690, 4, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695296691, 5, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695296692, 6, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695296693, 7, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695296694, 8, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695296695, 9, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695296696, 10, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695296697, 11, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695296698, 12, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695296699, 13, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695296700, 14, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695296701, 15, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695296702, 16, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695296703, 17, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695296704, 18, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695296705, 19, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695296706, 20, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695296707, 21, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
1695296708, 22, enp5s0f1, 0, 0, 0, 0, 0, 0, 0, 0
